ProjectID,RequirementText,_class_
7,"Recreation of Inventory Quantity Adjustment for the period of previous 30 days shall take no more than 30min.",PE
7,"The System shall allow for a minimum of  6 users to work at the same time.",PE
7,"The System shall utilize currently owned computer equipment.",O
7,"The System shall be able to automatically backup business data and restore them on demand.",O
7,"The System shall maintain consistent security.  Any changes in user passwords and/or permissions should take affect in all parts of the System.",SE
7,"The System shall granularly control access rights to all major subsystems.  It should be possible to assign access rights to all subsystems independently.",SE
7,"The System shall meet all applicable accounting standards.  The final version of the System must successfully pass independent audit performed by a certified auditor.",L
7,"The System shall not require additional third party licenses resulting in royalty fees.",O
7,"The System shall allow generation of Inventory Quantity Adjustment documents on demand.",F
7,"The System shall allow on demand generation of all Inventory Quantity Adjustment documents since certain point of time.",F
7,"The IQA subsystem shall take into account current inventory status and adjust inventory of substitutionary ingredients accordingly.",F
7,"The System shall allow entering  storing and modifying product formulas.",F
7,"Product formulas shall allow use of semi-products  which have own formulas.",F
7,"Product formula ingredients shall allow defining substitutionary ingredients.",F
7,"Product formula substitutionary ingredients shall be entered automatically by the PFE subsystem.",F
7,"Formula substitutionary ingredients shall be kept in persisted order",F
7,"Product shall allow entering  storing and modifying product menus used by POS terminals.",F
7,"PME Subsystem shall allow building product menus based on the list of products kept in the accounting system.",F
7,"PME Subsystem shall allow keeping submenus within menus and products within submenus in a managed and persisted order.",F
7,"PME Subsystem shall allow for a product to exist in more than one submenu",F
7,"The RMS System shall have Windows XP look and feel and use GUI futures making its use intuitive.",F
7,"The System shall generate Inventory Quantity Adjustment document based on product daily sales data and product formulas.",F
7,"The System shall generate Inventory Quantity Adjustment document automatically when daily Product Sales data is available.",F
8,"Administrator shall be able to activate a pre-paid card via the Administration section in under 5 seconds.",PE
8," Customer shall be able to check the status of their prepaid card  by entering in the PIN number  in under 5 seconds.",PE
8,"System shall let customers register on the website as a \93pay as you go\94 user in under 5 minutes.",PE
8,"System shall let customers register on the website as a \93unlimited movie subscriber\94 user in under 10 minutes.",PE
8,"System shall let existing customers log into the website with their email address and password in under 5 seconds.",PE
8,"System shall let customers cancel their account  process shall take no longer than 2 minutes.  Database will mark the account as inactive  and user will not be able to log into the website.",PE
8,"System shall let administrator de-activate a customer account in under 1 minute. Customer will no longer be able to access the website.",PE
8,"System shall let administrator add/remove movies on the website in under 5 minutes.  Entered movie information will be stored in the database and will now be available on the website.",PE
8,"System shall let the administrator add/remove categories on the website in under 5 minutes.",PE
8,"System shall let Izogn Manager access sales and usage statistics in under 2 minutes.",PE
8,"System shall let administrators generate unique pre-paid pins in under 2 minutes and generate an Excel file with the generated PINs.",PE
8,"The website shall be attractive to all audiences.  The website shall appear to be fun and the colors should be bright and vibrant.",LF
8,"The website should have an African feel  but should not alienate non-Africans.  The website should use animation on pages which are describing the services  to grab the users attention and encourage them to sign up.",LF
8,"The website design should be modern  clean  and concise.",LF
8,"The product should be able to be used by 90% of novice users on the Internet.",US
8,"Users should only have to navigate through a maximum of 4 pages  to create an account with the website.",US
8,"Users should be able to access their streaming movies in under 2 clicks after logging into the website.",US
8,"An anonymous survey will show that 70% of customers are comfortable purchasing streaming movies after 2 weeks using the website.",US
8,"An anonymous survey will show that 95% of customers are comfortable using and purchasing pre-paid cards after a month of using the system.",US
8,"The product shall retain the customer\92s buying preferences and information.",US
8,"The product shall be easy for customers with novice skills on the  Internet to purchase and watch streaming movies.  Customers should be able to purchase and watch a pre-determined movie in under 3 minutes.",US
8,"The product shall use symbols and words that are naturally understandable by users familiar with websites",US
8,"The website will use standard Internet conventions when interacting with the user.",US
8,"Any interface between a user and the automated system shall have a maximum response time of 5 seconds  unless noted by an exception below.",PE
8,"When purchasing a streaming movie or pre-paid card via credit card  the processing time should have a maximum response time of 15 seconds.",PE
8,"When streaming a movie  the buffering time should take no longer than 10 seconds (plus any latency on the user\92s connection.)",PE
8,"While streaming a movie  buffering should only occur if there is latency in the user\92s connection.",PE
8,"All credit card information will be secured on the server  and only accessible by authorized Izogn administrators.  Information will be encrypted in the database.",SE
8,"The website shall be available for use 24 hours per day  365 days per year.",A
8,"The website shall achieve 99.5% up time.",A
8,"All movies shall be streamed on demand  at any time of the day.",A
8,"The website shall continue to operate if the streaming server goes down.",FT
8,"The website shall continue to operate if the payment gateway goes down.",FT
8,"The streaming server will support 50 simultaneous streaming connections.",SC
8,"The streaming server will support a maximum of 700 movies; new servers can be added to support more movies.",SC
8,"The server will support a maximum of 1 000 simultaneous users.",SC
8,"The website shall be capable of supporting 100 000 customers.",SC
8,"The product shall be expected to operate within the maximum maintenance budget for a minimum of 2 years.",MN
8,"All aspects of the website shall be accessed by a web browser over the Internet.",O
8,"The same hardware supporting the current website will be used to support the new system.",O
8,"We must be able to interface with the following browsers: IE 5.X  6.0  Netscape 6.x  7.x  8.x and Firefox 1.0.",O
8,"Website must interface with the CyberSource API to process credit card transactions.",O
8,"Website must be fully operational with MSN TV2.",O
8,"Movies shall be encoded and streamed via Windows Media Player 9.0.",O
8,"Movies shall be encoded for 56k and 256k streams.",O
8,"Promotional updates to the website should take a day to update.",MN
8,"Izogn Administrator must be able to update the category listings on the website within 2 minutes.",PE
8,"Izogn Administrator must be able to add new products to the website within 2 minutes.",PE
8,"The system will provide a 24 hour 800 toll free number for support to its customers.",A
8,"The website will provide a help section with answers and solutions to common problems.",US
8,"Velkat staff will be available for phone support between 7am-7pm  M-F to provide technical support to the Izogn administrators.",A
8,"The product shall be able to be installed in the specified environment within 1 working day.",O
8,"Only registered customers can purchase streaming movies.",SE
8,"A customer can only stream a movie if they purchased it  and are within the 2 day viewing period.",SE
8,"Only authorized personnel can access customer records in the database.",SE
8,"Only administrators can activate a pre-paid card.",SE
8,"Only authorized personnel can access sales information.",SE
8,"The website shall prevent its data from being corrupted when incorrect data is entered in.",SE
8,"The website shall protect itself from intentional abuse  and notify the administrator at all occurrences.",SE
8,"Data integrity scripts will be run on a weekly basis to verify the integrity of the database.",SE
8,"The website shall make its user aware of its information practices before collection data from them via a Privacy Policy  accessible on all pages of the website.",SE
8,"The system shall notify customers of changes to its information policy.",SE
8,"The system shall reveal private information only in compliance with the organization\92s information policy.",SE
8,"All customer information will be stored on a secure database  accessible only to authorized personnel.",SE
8,"All credit card information will be encrypted in the database.",SE
8,"The streaming server will have anti-virus software to prevent infection of malicious viruses.",SE
8,"The website should cater to all tribes in Nigeria.",LF
8,"The website shall not be offensive to religious or ethnic groups.",LF
8,"The website should appeal to all Africans  not only Nigerians.",LF
8,"The website should use Flash to provide animation on the home page.",O
8,"IzognMovies shall meet the licensing requirements set forth by the appropriate organizations in order to stream African movies.",L
8,"The website will comply with W3C standards.",L
8,"The PHP code will comply with PEAR standards.",L
8,"The website will allow customers to search for movies by title  actor  or director.",F
8,"viewing a movie details the website will display the movies description actor and director entered in by the administrator.",F
8,"Website shall request  and authorize credit card payment before allowing a user to stream a movie.",F
8,"shall be able to stream purchased movie via Windows Media Player  for up to 2 days aftere purchase date.",F
8,"Website shall allow customers to browse movies by categories entered in by izogn administrator.",F
8,"Website shall allow customers to view reviews of selected movies by other customers.",F
8,"Website shall allow customers to add their own movie review for a selected movie.",F
8,"Website shall allow the Izogn administrator to approve a review posted by a customer.",F
8,"System will allow customers to pay for a streaming movie with a pre-paid card.",F
8,"Website shall allow customers to purchase pre-paid cards of $5  $10  or $20 value either by credit card or mail-in payment option.",F
8,"System shall automatically update the main page of the website every Friday  and show the 4 latest movies that have been added to the website.",F
8,"System shall allow users to update their billing and contact information via the \93My Account\94 section of the website.",F
8,"Pre-paid cards shall be distributed via email or via a printed paper card.",F
8,"Movies can only be streamed if the customer has purchased a movie  and is within the 2-day time period to stream the movie.",F
8,"Website must be able to support free trial periods with various parameters set by the Izogn Manager.",F
8,"All streaming movie sales will be logged in the database  and accessible by the administrator.",F
8,"All registered customer information shall be stored and maintained in the database  even after the customer cancels their account.",F
8,"Daily usage statistics should be logged  and accessible by the administrator.",F
8,"The owner shall have free access to all of the streaming movies.",F
9,"Total lead cycle time must be completed in 5 minutes for 90% of lead volume between the business hours of 8AM CST to 8PM CST; then 3 minutes for 99% of lead volume during off business hours.",PE
9,"No lead evaluation will complete in a time period longer than 25 seconds for 97% of all leads processed.",PE
9,"For leads that process longer than 25 seconds the system will record the event and duration",PE
9,"The process must fit within the processing time conditions set forth by the Auto Rep Assignment process in which a lead is assigned within 3 minutes of the total life cycle.",PE
9,"The lead washing process will operate within the established physical web service structure.",O
9,"The washing process must use a non binding  neutral data format  such as xml  when receiving and processing lead data.",O
9,"Defect reports will be available to technical units on a 24x7 basis.",A
9,"Washing parameters will be updated during scheduled maintenance hours.",MN
9,"The vendor will verify the invalid lead.",F
9,"Vendor will submit a credit validation record to be applied to the enterprise billing system.",F
9,"If a lead is scored to the high range the system will supply the lead data and score to the enterprise system.",F
9,"The leads washing functionality will validate all leads received by the web service for valid data",F
9,"The leads washing functionality will insert all leads captured by the web service.",F
9,"If the leads score falls within the high average score then it will be process by the ARA functionality.",F
9,"If the leads score falls within the medium average then it will be set for manual verification by an Enrollment Coordinator through the eleads system.",F
9,"If the leads score falls within the low average then it will be returned to the supplying vendor",F
9,"The leads washing functionality will compile both contact and academic scoring information for a total score.",F
9,"The leads washing functionality will use the parameters supplied by corporate and schools to score part of the lead.",F
9,"The leads washing functionality will return the lead data supplied to the vendor along with the reason of rejection.",F
9,"The leads washing functionality will have an interface in which lead data parameters can be maintained.",F
9,"The leads washing functionality will verify the users authentication and rights to make parameter updates.",F
9,"The leads washing functionality will store any potential lead duplicates returned by the enterprise system.",F
9,"Prior to submitting the lead to the enterprise system the leads washing functionality will assign the lead to an admissions rep.",F
9,"The leads washing functionality shall receive a period list of available reps from the enterprise system.",F
10,"The product shall simulate the look of ships at sea.",LF
10,"The product shall display the grids within a circle as a view from a periscope.",LF
10,"The product shall display each type of ship in a grid using an image of the specific type of ship.",LF
10,"When the offensive player takes a shot  the product shall simulate the sound of a ship at sea.",LF
10,"When a shot is marked as a miss  the product shall simulate the sound of a shot missing its target.",LF
10,"When a shot is marked as a hit  the product shall simulate the sound of a shot hitting its target.",LF
10,"When a ship is sunk  the product shall simulate the sound of a sinking ship.",LF
10,"The product shall be available 24 hours per day  seven days per week.",A
10,"The product shall able to handle a large number of games simultaneously.",PE
10,"The response time shall be fast enough to maintain the flow of the game.  The response time shall be no more than 2 seconds for 95% of responses and no more than 4% for the remaining responses.",PE
10,"The product shall protect the identity of the players. The product shall provide players no access to information that might reveal the identity of another player.",PE
10,"The product shall be intuitive and self-explanatory.  Nine out ten users shall be able to successfully complete a game with no training.",US
10,"The product shall be available to players who understand English  Spanish and French.  The product shall allow the user to select the language upon accessing the product.",US
10,"The product shall provide players no access to information that might reveal the identity of another player",SE
10,"The response time shall be fast enough to maintain the flow of the game. The response time shall be no more than 2 seconds for 95% of responses and no more than 4% for the remaining responses.",PE
10,"The product shall maintain a list of players.",F
10,"The product shall allow a user to identify himself or herself as a player.",F
10,"Once a game has been initiated  the product shall make the players assigned to the game unavailable for selection from the list of players.",F
10,"The product shall allow a user to remove himself or herself from the list of players at any time.",F
10,"The product shall make inactive players unavailable for selection from the list of players.",F
10,"The product shall remove players who have been inactive for 24 hours from the list of players.",F
10,"The product shall allow a player to initiate a game by selecting another available player from the list of players.",F
10,"Once a game is initiated  the product shall display a defensive grid to each player",F
10,"Once a game is initiated  the product shall display an offensive grid to each player.",F
10,"The product shall prevent a player from viewing the offensive or defensive grids of the other player.",F
10,"Once a game is initiated  the product shall allow each player to position their 5 ships on their respective defensive grids.",F
10,"The product shall allow a player to position ships horizontally on their grid.",F
10,"The product shall allow the player to position ships vertically on their grid.",F
10,"The product shall allow the player to position ships diagonally on their grid",F
10,"The product shall prevent the player from overlapping ships on their grid.",F
10,"When both players have positioned their 5 ships on their defensive grids  the product shall define the status of each player for the first turn.",F
10,"For each turn  the product shall identify one player as offensive status and one player as defensive status.",F
10,"The product shall maintain the status of each player for a turn  either offensive or defensive.",F
10,"At the start of each turn  the product shall notify each player of his or her status.",F
10,"For each turn  the product shall allow the offensive player to define a shot.",F
10,"For each shot  the product shall examine the defensive grid of the defensive player to determine whether the shot was a hit or miss.",F
10,"For each shot  the product shall notify the players whether the shot was a hit or miss.",F
10,"For each shot  the product shall mark the shot as a hit or miss on the defensive grid of the defensive player.",F
10,"For each shot  the product shall mark the shot as a hit or miss on the offensive grid of the offensive player.",F
10,"When the hit results in sinking a ship  the product shall notify the players that the ship was sunk.",F
10,"When the hit results in sinking a ship  the product shall mark the ship as sunk on the defensive grid of the defensive player.",F
10,"When the hit results in sinking a ship  the product shall indicate the type of ship sunk on the defensive grid of the defensive player.",F
10,"When the hit results in sinking a ship  the product shall mark the ship as sunk on the offensive grid of the offensive player.",F
10,"If the shot was marked as a hit  the product shall allow the offensive player to define a shot.",F
10,"If the shot was marked as a miss  the product shall change the status of the offensive player to defensive",F
10,"If the shot was marked as a miss  the product shall change the status of the defensive player to offensive",F
10,"The product shall continue to assign turns until the game is ended.",F
10,"The product shall end a game when a hit by the offensive player results in sinking the last of the defensive player\92s ships  which had not been previously marked as sunk.",F
10,"The product shall allow a player to end a game at any time during the game.",F
10,"When a game is ended  the product shall notify the players that the game is ended.",F
10,"The notification of the game ending will include the reason the game is ended (i.e.  a player has won the game or a player has ended the game).",F
10,"When a game is ended  the product shall allow each player to identify himself or herself as an available player in the list of players.",F
10,"When a game is ended  the product shall allow each player to remove himself or herself from the list of players.",F
11,"The system shall be easy to use by callers and supervisors. Callers and supervisors must be able to accomplish any system task within 2 minutes.",US
11,"The system shall be easy to learn by callers and supervisors. Callers and supervisors shall learn how to use the system within 10 minutes.",US
11,"The system shall be responsive. At the DePaul TeleServices Center  when a supervisor uses the system to view a callers schedule  the system response time must be no more than 2 seconds 90% of the time and no more than 5 seconds the rest of the time.",PE
11,"On a 56k connection  the system response time for all operations must be no more than 6 seconds 90% of the time.",PE
11,"On a 112k connection or faster  the system response time for all operations must be no more than 3 seconds 90% of the time.",PE
11,"The system shall have high availability every day of the year.The system must be available for use between 12:00AM and 6:00PM all days of the year.",A
11,"The system must be available for use between 7:00AM and 11:59PM all days of the year.",A
11,"The product shall be internet browser independent.The product must run using Internet Explorer and Netscape Navigator.",MN
11,"The product shall ensure that only supervisors can advertise empty time slots.The product must ensure that supervisors are allowed to access advertise empty time slots.",SE
11,"The product shall ensure that only supervisors can enter a caller\92s schedule.The product must ensure that supervisors are allowed to access advertise empty time slots.",SE
11,"The product shall ensure that only supervisors can view schedule of all callers.The product must ensure that supervisors are allowed to access advertise empty time slots.",SE
11,"The interface shall have a simple look. In the interface and usability survey  90% of beta testers must report that the interface is adequately simple.",LF
11,"The interface shall be appealing to callers and supervisors. In the interface and usability survey  80% of beta testers must report that the interface is appealing.",LF
12,"The product shall provide GUI based Monitoring Services.System Administrators shall monitor message exchanges will predict and determine problems and will also provide internal and external support.",LF
12,"The product shall comply with City of Chicago Application Development Guide Framework.Application Development Framework will provide structured Graphical User Interface.",LF
12,"The product shall provide Monitoring Services.The product shall be easy for System Administrators and DBAs to use after two weeks of usage.",US
12,"The product shall provide Error Tracking Services.The product shall help the System Administrators and DBAs to resolve transaction errors 99% of the time.",US
12,"The product shall provide Portals.The product shall help System Administrators to analyze the transactions with ad-hoc reporting and KPIs (Key Performance Indicators)",US
12,"The product shall provide Asynchronous Messaging.The product shall provide asynchronous messaging to enable parallel processing and reduce the overhead in communications",PE
12,"The product shall provide Multi-threading and Load Balancing.The product shall provide multi-threading technology as well as load balancing to overcome data load spikes and traffic.",PE
12,"The product shall process messages within 2 seconds.The product shall have a maximum message processing time of 2 seconds",PE
12,"The product shall poll the system for messages every second.The product shall poll the system for new messages at a maximum of every 1 second.",PE
12,"The product shall provide Dynamic Change Support and Transparent resource addition.The product shall support Transparent Resource addition and Dynamic Change support to provide scalability and avoid service interruptions of more than 1 day.",PE
12,"The product shall be available 99% of the time. Rationale: To avoid service interruption during busiest customer service response periods. The product shall be available 99.99% of the time for regular business days.",A
12,"The product shall be robust.The product shall have fault avoidance based on standards adoption.",FT
12,"The product shall be robust with fault tolerance.The product shall have fault tolerance by using recovery technique compensatory transaction and routing around failures.",FT
12,"The product shall be able to process all transactions.The product shall process minimum of 1 million transactions per year.",SC
12,"The product shall be platform independent.The product shall enable access to any type of development environment and platform.",O
12,"The product shall interface CSR and Datastream.The product shall exchange messages between CSR and EAM on a real time basis without any direct interfaces between two systems.",O
12,"The product shall continue to operate during upgrade  change or new resource addition.The product shall be able to continue to operate with no interruption in service due to new resource additions.",MN
12,"The product shall be updated on a regular basis.The product will have a new major feature introduced every six months and quarterly maintenance releases every six months.",MN
12,"The product shall operate with every platform.The product shall accommodate any new technology without any change in its architecture.",MN
12,"The product shall have security.The product shall provide authentication  and authorization.",SE
12,"The product shall information Security. The product shall enable privacy by encryption WS-Security and Integrity Checking.",SE
12,"The product shall have audit capabilities.The product shall store messages for a minimum of one year for audit and transaction tracking purposes.",SE
13,"The system shall use IBM and CCR branding standards. The interface must have one IBM logo and one CCR logo.",LF
13,"The system shall be displayable on any work computer a CCR user may have. The system interface shall be formatted to display at 800 by 600 pixel resolution.",LF
13,"The system interface will use CCR nomenclature. The system must use the same nomenclature used in the existing WCS system and reports",LF
13,"The interface must summarize the data in a fashion that\92s appealing to CCR management. Every report type must have at least one high level summary shown in the results dashboard/interface",LF
13,"The system must use a point and click interface. 100% of all selection and navigation functionality must be able to be activated/selected by either a mouse or a keyboard",US
13,"The interface shall be easy to use. 90% of users should be able to successfully use the system to generate a report on their first use. The interface should adhere to IBM usability standards.",US
13,"Reports must be easy to generate. Reports must be generated within one button click and exported within one button click (after selecting the report)",US
13,"A user shall be able to use the system without instruction after a short amount of time. After one use a user should understand and remember 90% of the system usage and navigation.",US
13,"All CCR users shall receive training before the WCS system is deployed. One training session will be held for 100% of CCR users before system deployment (based on a CCR user being available)",US
13,"The WCS system shall use appropriate nomenclature and terminology as defined by the Corporate Community Grants organization. All interfaces and reports will undergo usability tests by CCR users.",US
13,"The WCS system shall be available at all times as long as IBM\92s internal intranet W3 is accessible. The WCS system will be available 95% of the time IBM\92s internal intranet W3 is available.",A
13,"The WCS system shall have the ability to connect other designated WCS databases currently not included in the system.",SC
13,"The WCS system shall have the ability to include data for regions outside the United States and be accessed by users outside of the United States if approved by CCR management.",SC
13,"The WCS system shall be run in a Windows environment. The WCS shall be accessed by users through the Internet on an IBM computer running a Windows 2000 or above operating system.",O
13,"The Brio portion of the WCS system must be able to export files in spreadsheet form (Microsoft Excel and Lotus 1-2-3 formats).  Brio will provide buttons in the user interface that produce/export reports in .xls or .123 file formats.",O
13,"The WCS system must run queries to the WCS databases once again (on a specified day) to update the available data available to CCR users. Queries must be made to external databases for data refresh once a week.",MN
13,"All changes  updates  and additions to the WCS system shall be updated in the WCS Developer and WCS User Guides. Every change must be reflected in WCS system documentation",MN
13,"The system shall only be accessed by authorized Corporate Community Grants (CCR) employees. Users must be authenticated using their IBM intranet user name and password.",SE
13,"The WCS system shall not allow automatic logins by any user. Cookies containing WCS login information about a user will not be stored on a user\92s computer.",SE
14,"Each team owner will need to use a username and password in order to be authenticated to reach the team owner\92s page",SE
14,"The Commissioner will be the only authorized user per league to adjust league settings.",SE
14,"Each page shall contain a navigation menu which shows the index into which the current page is contained.",LF
14,"Each page shall contain a similar format with action items in one location and navigation buttons in a different location.",LF
14,"The message board shall contain the 5 most recently posted messages on the league page. The messages will contain up to the first 150 characters of the message.",LF
14,"A new user shall be able to navigate through the league and team pages within 30 seconds of reaching the start-up page.",US
14,"Users shall be able to reach the \91add\92  \91drop\92  and \91trade player\92 pages with one click from the team owner\92s page.",US
14,"Users shall be able to view at least 25 NFL player statistics and points on each page.",US
14,"The application shall ask the user to confirm dropping a player or trading a player before performing the action.",US
14,"The application shall be able to complete every user transaction within one fourth of a second of receiving the request over the network.",PE
14,"The application shall have a downtime of at most 10 minutes per year.",A
14,"The application shall run on a web application server.",O
14,"A primary database will be used to store cached data for active users.",O
14,"A secondary database will be used to store historical statistics and data.",O
14,"Application updates shall occur between 3AM and 6 AM CST on Wednesday morning during the middle of the NFL season.",MN
14,"New System version releases shall be released at the beginning of each NFL season.",MN
15,"The RFS system should be available 24/7  especially during the budgeting period. The RFS system shall be available 90% of the time all year  and 98% during the budgeting period. 2% of the time  the system will become available within 1 hour of the time that the situation is reported.",A
15,"98% of the user workstations shall meet the minimum hardware requirements prior to implementation. Minimum Hard Disk Space:  400MB.",O
15,"98% of the user workstations shall meet the minimum software requirements prior to implementation: Microsoft Internet Explorer 5.0. Microsoft .NET Framework 1.1. Microsoft Internet Explorer Web Controls",O
15,"The RFS system should be able to easily interface with the BDW environment  in order to load the data. \95	7 data files shall be received from the BDW and loaded into the RFS system within 3 hours one day prior to the start of budgeting process  every year. The data will be as of October month-end. 	Test files (7) shall be loaded up to 5 times throughout the year  from the BDW.",O
15,"Changes to revenue and expense formulae must be applied to the RFS system  every year  prior to the budgeting process start. Revenue and expense formulae will be updated within one week of their receipt  after which 2 weeks will be allotted to testing of the budget calculations  to be conducted jointly by the project development team and PCG Finance.",MN
15,"New branches/complexes/districts/regions and revenue/expense accounts added to the BDW  must be reflected in the RFS system. 100% of the entities (mentioned above) available as of October month-end  will be loaded into the RFS system  prior to the budget start process.",MN
15,"Only authorized user shall access the RFS system. ONLY users that exist in the UAS system  with the RFS system assigned to their role(s)  shall access the RFS system and use it.",SE
15,"User access should be limited to the permissions granted to their role(s) Each level in the PCG hierarchy will be assigned a role and users will be assigned to these roles. Access to functionality within RFS system is dependent on the privileges/permission assigned to the role..",SE
15,"The product must comply with the intranet page standards and requirements of ENET Securities. 95% of the product look & feel will be approved by the Architecture group  prior to implementation. The remaining 5% will be corrected and approved within one month of product release.",LF
15,"The intranet pages should display appropriately in all resolutions  from 800x600 and higher. The display of all the pages will be correct in 95% of the resolutions  prior to implementation. The remaining 5% will be corrected within a week of notification of the incorrect display.",LF
15,"The users should be able to easily use the system to successfully complete their budgets  within the stipulated time for completion. With a week of training prior to product implementation  98% of the users shall complete their budgets within the stipulated time.",US
15,"The product interface should be fast. The response time of the product interface should not exceed 2 seconds 90% of the time. For 10% of the time  the response time should not be more than 10 seconds.not be more than 10 seconds.",PE
16,"The system shall operate on Unix and Windows operating systems.",PO
16,"The system shall be evoked by typing ""pine"" into a command or shell prompt.",O
16,"The system shall use the SMTP mail protocol.",O
16,"The system shall support the ability to perform a send and receive operation.",F
16,"The system shall support the ability to perform a send only operation.",F
16,"The system shall support the ability to perform a receive only operation.",F
16,"The system shall use a text-based interface to display a listing of available mail.",LF
16,"The system shall have a help system that offers tips and explanation for each screen and each item on the screens upon demand.",US
16,"The system shall display and embed in each message a date/timestamp of when the message was sent.",F
16,"The system shall allow a text search that users may use to find mail messages.",F
16,"The system search feature should support the use of regular expressions in search.",F
17,"The system shall provide an option to withdraw money.",F
17,"The system shall query the user for the amount of money.",F
17,"The system shall query the user for the account type.",F
17,"The system shall validate the amount is available in the user's account before releasing funds to the user.",F
17,"The system shall validate the amount is a multiple of $20.",F
17,"The system shall debit the user's account upon withdrawal of funds.",F
17,"The system shall be able to issue a specific amount of money to the user.",F
18,"The meeting scheduler system shall be able to select a participant as an important participant.",F
18,"The meeting scheduler system shall cancel a meeting due to canceling of an important participant.",F
18,"The meeting scheduler system shall reschedule a meeting to support conflict resolutions.",F
18,"The meeting scheduler shall be accessed from the Web.",O
18,"The meeting scheduler system may (optionally) automatically propose another meeting if current meeting is canceled by an important participant.",F
18,"The meeting scheduler system may provide the ""meeting initiator"" a summary of the scan of ""potential meeting participants"" showing available ""time slots"" and schedule conflicts as a means of informing the ""meeting initiator"" of the overall results of the system.",F
18,"The meeting scheduler system may be able to include an agenda for a meeting proposal.",F
18,"The meeting scheduler system may suggest a ""virtual meeting"" for available ""time slots"" if no location is available or feasible for the meeting.",F
18,"The meeting scheduler system may be able to include a list of required equipment for a meeting proposal.",F
18,"A meeting scheduler system will temporarily reserve the ""time slots"" for the proposed meeting.",F
18,"A meeting scheduler system will inform the ""potential meeting participant"" of the meeting.",F
19,"The system must be easy to use by both managers and chefs such that they do not need to read an extensive amount of manuals.",US
19,"The system must be quickly accessible by both managers and chefs.",US
19,"The system must be intuitive and simple in the way it displays all relevant data and relationships.",US
19,"The menus of the system must be easily navigable by the users with buttons that are easy to understand.",US
19,"All the functions of the system must be available to the user every time the system is turned on.",A
19,"The calculations performed by the system must comply according to the norms set by the user and should not vary unless explicitly changed by the user.",L
19,"The client should agree to EULA before using our software.",L
20,"All Web pages generated by the system shall be fully downloadable in no more than 10 seconds over a 40KBps modem connection.",PE
20,"Responses to queries shall take no longer than 7 seconds to load onto the screen after the user submits the query.",PE
20,"The system shall display confirmation messages to users within 4 seconds after the user submits information to the system.",PE
20,"All network transactions that involve financial information or personally identifiable information shall be encrypted.",SE
20,"Users shall be required to log in to the Cafeteria Ordering System for all operations except viewing a menu.",F
20,"Patrons shall log in according to the restricted computer system access policy.",SE
20,"The system shall permit only cafeteria staff members who are on the list of authorized Menu Managers to create or edit menus.",F
20,"Only users who have been authorized for home access to the corporate Intranet may use the COS from non-company locations.",SE
21,"Programmers and application developers will have access to source code to address bugs or system enhancements as deemed necessary. Network Administrator and DBA support is also required to maintain a 24x7 system uptime.",A
21,"System security and access levels are provided in the online system. There are varying levels of system access and functional authority. Each student's access is limited to his/her own registration records. Only authorized system administrator(s) has access to all student registration records.",SE
21,"The online registration system is ""self-service style"" system that shall initially address the student registration needs.",F
22,"All data entry forms for the application should match their Microsoft Excel hardcopy counterparts as closely as possible. Hardcopies of these forms were provided to the design team during the second requirements interview.",O
23,"95% of users will not need to read the user manual to be able to use the application.",US
23,"Changes made to the Manage My ID website can be adopted without altering the iOS application.",MN
24,"The application should be connected to the Internet.",A
24,"The application should be connected to the GPS device.",A
24,"The application should be easy to extend. The code should be written in a way that it favors implementation of new functions.",MN
24,"Test environments should be built for the application to allow testing of the applications different functions.",MN
24,"The application should be portable with iOS and Android.",PO
25,"The system shall show a tabbed display (or equivalent functionality) with the campus map on one tab and info on the most recently announced building on the other.",LF
25,"The system shall allow the user to scroll the campus map from the campus map tab.",US
25,"The campus map shall provide visual clues regarding what areas have prepared audio and therefore may be selected.",LF
25,"The campus map shall have a pause/resume button. The pause and resume button will allow the user to scroll and select other buildings without being interrupted by the automatic search and announce feature.",LF
25,"The system shall provide a way to return to the startup screen.",US
26,"It should generate a report about registered complaint to the admin and response report to the user who has submitted his queries.",F
26,"The system should maintain correct schedules of labs and the documentation of all the lab equipment.",F
27,"The system should use the company colors and logos.",LF
27,"The system shall be capable of restoring itself to its previous state in the event of failure (e.g. a system crash or power loss).",FT
27,"The system shall be able to display a menu at all times to facilitate manual order taking should the need arise.",LF
27,"The system shall utilise periodic 30-second keep-alive messages between tablets and the server to monitor tablet operational status.",O
27,"The system shall flag tablets that fail to send timely keep-alive messages as non-operational and disassociate the assigned waiter from the tablet.",FT
27,"A waiter password used for tablet login must have a bit-strength of at least 64 bits.",SE
27,"A waiter password used for tablet login must be changed every three months.",SE
27,"A waiter shall only be able to log into one tablet at any given instance of time.",SE
27,"A waiter that attempts to log into a second tablet while already logged into another tablet shall be rejected and notified through both tablets.",SE
27,"A display shall not require a user to log in.",SE
27,"A surface computer shall not require a user to log in.",SE
27,"A tablet shall require a user to log in using a username and password.",SE
28,"The system will fully function in major browsers.",PO
28,"The system will support mobile users in some way.",PO
29,"Responses to view information shall take no longer than 5 seconds to appear on the screen.",PE
29,"The system shall accommodate large data items without fault.",FT
29,"System will use secured database.",SE
29,"Unauthorised users can only read data without modifying anything.",SE
29,"ABS shall handle all expected and unexpected errors in ways that prevent loss in information and long downtime period.",FT
30,"Authenticate and Login user to the web app.",F
